customer_id,age,monthly_price,years_in_company,monthly_usage_hours,num_family_lines,churn_probability,churn_reason,recommended_retention_strategy,tariff_plan_Fiber + TV,tariff_plan_Fiber + TV + Mobile (Basic),tariff_plan_Fiber + TV + Mobile (Premium),tariff_plan_Fiber + TV + Mobile (Unlimited),tariff_plan_Fiber Only (Basic),tariff_plan_Fiber Only (Premium),tariff_plan_Mobile + Fiber (Standard),tariff_plan_Mobile - Basic,tariff_plan_Mobile - Standard,tariff_plan_Mobile - Unlimited,contract_type_Annual,contract_type_Monthly,customer_type_Couple,customer_type_Family,customer_type_Single,income_level_High,income_level_Low,income_level_Medium,contract_satisfaction_High,contract_satisfaction_Low,contract_satisfaction_Medium
e2644f5a-f886-402f-b7fb-7b376df68a42,48,38.1,9,58,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
662d029b-2704-4579-9648-ffe75ce3eefa,75,91.81,2,253,6,Low,,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
80769e94-2ea3-481b-aff8-b0ac4aa6192c,74,72.71,9,200,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
ae776a3e-1dda-421a-b780-80288a2a53d2,52,93.79,9,181,6,Low,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
75213daf-92aa-43f3-807a-5f198ce80c88,64,23.77,6,125,2,Low,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
7cb56a89-d535-4d66-8984-48af671e77c3,57,54.73,4,175,3,High,Low Data Allowance,Upgrade to Better Plan,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
e4e3ad50-ee24-4cc1-9f76-fb1f47a974f5,29,71.52,2,154,4,High,Low Data Allowance,Upgrade to Better Plan,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
53a5d99f-83dc-4e00-9289-6b5c02106b3c,63,18.63,9,277,1,Low,,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
63160194-23d3-4dc3-8505-2a8b64769e2a,70,47.46,1,70,0,Low,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
f45df3dc-144c-4bfa-9c06-0d8e25fea444,77,77.84,7,152,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
aeb2a781-c034-4fdd-aa90-de8a1fe55a5a,21,59.0,5,226,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
d9cd6a96-7908-43b1-94ea-a59d4f8ea329,38,53.67,3,249,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
32f7cc0d-8302-46a3-b0f7-b90af754ad39,67,90.49,5,162,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0174489f-b810-4e94-a0e9-c138a506212c,48,28.29,9,220,2,Low,,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
2be9c8cb-90cc-4297-b6d3-823f3fd8ad61,45,14.28,7,157,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
306a184f-021e-40d6-8a71-c0d8de9496a8,47,57.95,9,65,3,Low,,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
f45423ec-ccb6-49eb-9934-e27c8aca4c9a,19,48.89,9,112,4,Medium,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
6bd767c1-07ca-4e51-b6f7-673f95f0748e,69,29.3,9,129,2,Low,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
a1f7e499-ef04-46fd-a588-5e3703f5fab1,20,12.87,8,237,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
20ded5f4-48bd-4427-b921-e0487f6975a2,44,43.97,7,211,0,Low,,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
08b58052-5721-4ec1-9e87-78a1e0cdcc4c,69,23.26,2,54,0,Low,,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
ea475162-416c-433e-af1d-343101d41e22,22,15.12,9,263,1,High,Low Data Allowance,Extra Data Package,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
216ba203-27dc-4b2a-8707-48de1b09359f,70,46.22,3,150,0,Medium,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
6d9b006e-00aa-47c3-aaf4-aeaf599b67e2,55,23.48,9,70,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
07db965d-b5f1-4752-97cb-6fcadc24c0f1,50,25.31,8,36,2,High,Better Offers Elsewhere,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
824f7533-907e-4c23-82d1-9fb8d5a2210d,26,57.08,7,108,3,Low,,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
cba3937c-8ee9-4d93-a1f1-0feaba9e76ba,61,54.32,6,187,2,Low,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
043b2911-27b8-4f39-8175-adddbdc511ba,57,47.08,3,96,0,Medium,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
96b9fea9-0e21-435a-8024-7074f924e74e,28,52.89,7,106,3,Medium,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
adc8f30e-4842-425d-9496-8dfcbb5ba7a5,46,14.13,5,231,1,Medium,,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
42d878ba-9cb3-4309-89d7-30c9645e8b0c,68,14.67,8,237,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
d70bcc35-fb7b-487a-bda1-1202fb946378,65,53.95,3,203,2,Medium,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
c609a17e-03f6-4052-9b84-39529e8bd735,18,28.71,8,158,2,High,Low Data Allowance,Upgrade to Better Plan,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
d7b2a3ff-b51e-4e84-a14c-1981305ad43a,75,24.1,7,289,2,Low,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
df47ec0c-a0b9-4a0d-8f4d-d5e07ded13d8,19,17.86,2,236,1,Low,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
688e4a8f-59e3-4f9f-93f0-fb95e195fa3b,44,74.46,7,183,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
44db32ba-ea11-4fd6-af75-0cf9ace83ef3,38,72.88,4,89,4,Low,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
03194d5b-5a11-4715-a83b-a93e3446d0d2,58,42.1,6,153,4,Low,,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
56f0894e-7d2f-4dc8-b704-bb28ac9aafbe,25,48.21,6,65,4,Low,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
7acdc124-7226-4a15-b5a1-a2fcf552f845,35,57.84,7,220,2,Medium,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
52165361-0a6b-4724-82fa-d5d122fc4d4e,38,10.45,9,203,1,Low,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
9055ab49-b056-49ef-8b92-5b8122671c46,20,11.67,7,188,1,Low,,,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
9d931bc7-164a-4d5e-a4a6-a74fa899b22e,42,74.78,10,86,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
e25c14c2-014d-4efd-9d17-4420224101a3,36,47.28,9,63,4,Low,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
a179d8ae-67de-4f41-8d2f-83d243f6de14,62,79.46,6,110,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
226e00da-cba1-487c-b32a-b67cb8a97b2f,56,43.83,4,236,0,Medium,,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
d2ac86f8-8c86-4112-860e-50eb5566f206,62,49.15,8,20,4,Low,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
6bff1398-94cc-4648-98bb-ef3ae25d3fc3,52,74.3,10,103,4,Low,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
846b05ae-735b-460c-855a-70fdb9d3d4d4,55,97.82,3,284,6,High,Low Data Allowance,Extra Data Package,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
eb708028-c93d-4434-a5e1-b4bf7490ab0e,35,51.63,4,190,3,High,No Longer Needed,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
9da6af94-1c36-4761-b3aa-d1f2f5733f51,72,35.38,9,20,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
a8d854da-94e5-450e-9d21-db92e02be6d7,25,22.45,8,160,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
9f1800f8-f599-49c8-a48c-b4562c38b149,29,54.7,1,173,3,Low,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
989687de-d22c-4763-bc64-adb26d937cc8,47,12.76,8,290,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
be3353b6-8836-45bf-b599-4027afa4ec36,46,43.21,5,300,0,High,Low Data Allowance,Extra Data Package,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
9c03e22d-63fe-453e-b21e-cc55e241726a,74,51.56,7,209,3,Low,,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
8df8fe2c-f999-4637-b386-2796ef60f0c0,44,75.03,6,294,4,Medium,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1217ed5b-7507-4f3b-90c8-2ee5b5e5c547,63,51.24,9,122,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
4f896709-5f6d-476d-935d-2d8a81cfed19,33,34.09,9,193,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
522ec15b-a01f-4d3e-9104-101697dc3a80,54,75.26,6,281,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1592f3a6-0c65-4f01-8349-37354403386e,57,27.74,9,114,2,High,Poor Service,Dedicated Customer Support,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
cfd0a960-b58f-4966-a7c0-21cd0ea56488,21,41.12,1,104,4,Medium,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
06a33650-187f-45d4-a5f0-fc4c9e7ddf10,31,34.71,3,52,0,Medium,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
4ba6ff35-c98b-4aa7-89c5-aaec124093e3,34,19.4,10,71,1,High,Better Offers Elsewhere,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
fc625341-504b-4493-bdbe-f1d327b8f527,24,41.62,2,240,0,Medium,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
f0ac838e-9bfa-493b-a4a2-8f0d012c8895,23,10.48,2,28,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
d4dd60ab-7376-4faa-927c-1338f5432f71,36,22.16,4,189,0,High,Poor Service,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
9d7c9e8a-0dea-4876-9c52-dcc51a03c32b,47,20.2,2,246,2,High,Poor Service,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
eebe642c-40f7-456d-aebd-c2eaf4ded825,32,91.13,9,23,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
7fc416b3-0a7f-4f41-99f8-c5d376cdcb61,20,98.46,9,142,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
d5a11c32-dc5c-4a8a-bbc1-ac4f09fef3fd,47,29.45,6,273,0,Low,,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
ec65838b-986d-4ef7-bc93-f2db2a6ce567,59,44.66,9,112,0,Low,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
a5306262-b9bc-45f3-85ce-be32cf63d3cb,59,47.82,1,70,0,Medium,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
625a2fe2-9ef7-495e-886b-ac06776e8248,62,98.49,6,276,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1060738f-67a9-4800-b85f-a10184a56864,40,26.16,5,241,0,Medium,,,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1217c610-7146-41d4-99c7-ede4d4a9a10d,55,94.23,5,46,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
4ac1ee3e-d3ad-45f6-a9ac-4f0b692294a3,50,50.56,1,101,2,Low,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
3b3f5523-d614-456a-911a-f5ef9adef3d9,54,49.35,1,83,0,Medium,,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
01e0ab9a-8a34-446d-a618-99ea23d6ef65,66,50.87,6,221,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
636e31d0-7e49-4a98-84d1-7789259770d5,22,42.91,7,258,4,Low,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
ee568328-a06d-457c-88a7-dfff88c29e4a,48,93.64,7,40,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
a928b23d-828f-45a2-a948-10e86cbc06c6,45,46.34,2,156,4,High,Poor Service,Dedicated Customer Support,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
bfda44b4-829c-4546-9a06-167a21a2927e,32,51.21,2,287,3,Medium,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3e6d9cc4-b1d4-4621-bb94-01ddd802e29a,45,79.46,6,253,4,Low,,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
671820a9-edbd-4a07-a59c-34b8d2fcdcc8,71,10.38,9,157,1,Medium,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
613e97cf-5810-4f3b-9b7b-6e4354bad84e,70,40.28,5,142,0,High,Poor Service,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
032060b6-46a5-473d-9af0-792fff00d4b7,78,53.51,5,60,3,Low,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
6b217a91-7b24-4cef-8f35-f947e95862d8,54,75.86,10,106,4,Medium,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
b0d843c4-2d7d-4427-b4af-ac5bc5ab6dee,54,59.04,5,211,2,High,High Price,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
d7ab6c78-3c1a-44a7-b67a-095ea12e0bee,63,17.55,6,206,1,High,Low Data Allowance,Extra Data Package,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
ea92bef2-5c39-4d6b-b791-7e908f999c51,72,97.16,3,224,6,Medium,,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
28a6de91-d0bd-4550-91f7-5c8448de43a3,57,76.68,9,157,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
20674fe8-c914-497f-a2f5-f5ca46070fa6,67,93.32,3,38,6,Medium,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
baf0f97b-cb8b-4932-b4f8-d847d1e84ae9,29,46.02,9,89,4,Medium,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
bfaa602d-9977-4358-b641-f6bf932727b7,27,51.74,2,86,2,Low,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
67c33515-d2f2-4607-8326-49cb703f4f70,49,29.91,9,287,2,Low,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
a149b7d8-b050-477c-9709-d6492e9a95d2,73,99.16,9,138,6,Low,,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
a1458f79-fcf6-4954-8b97-b3fbf96ac5b8,49,51.43,6,54,3,Low,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
e4958a4e-9a1a-4997-8a51-bd2fb161da58,69,26.59,1,221,2,Medium,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
c44ec495-41d4-4ea5-a5cf-06adeef2abd3,36,27.18,7,169,0,Low,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
460b0051-bd72-4e6d-a182-b074104e0206,21,27.17,6,253,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
cd102cb1-903c-4e04-8acf-d4637333240e,55,58.02,8,91,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
dabf6a62-f1ae-4029-82c3-c8198d83adc5,45,93.97,1,101,6,Medium,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
a02a0fcf-2982-487f-ae78-e7000d33b944,58,38.52,6,191,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1c4c0eb2-2e0d-486b-8ccb-b92d2664b48c,59,97.42,6,140,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
dbdfa809-66b4-4def-9f77-901cfed6170e,27,22.53,9,164,0,Low,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
7b6ce849-0cc5-4540-a883-8a1a8287f763,60,22.32,10,129,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
f6019f29-93f2-42e2-b753-0ba8f3588b2d,75,11.63,2,69,1,Medium,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
8c2dffa7-41d3-42cb-bf69-88d2024eb395,47,28.6,4,293,2,High,No Longer Needed,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
7614be4c-0591-4dc4-8bd3-ab030a8edab7,25,37.43,10,172,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
e8885f46-8216-4e3b-ac00-bf0b3e3653e1,48,29.15,2,108,2,Medium,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
8aaea7a9-725a-4d91-bd0b-d9716052553f,74,59.67,2,101,3,High,Better Offers Elsewhere,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
06db01cd-ea7b-4ada-94e5-a4bd70842f59,58,24.99,5,279,2,Low,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
a069ef4e-7e05-48cd-ad16-d99f34190231,66,14.85,10,187,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
ef5c4b0a-d999-4c3a-a69e-2b24af77c42a,34,31.26,4,194,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
84edb034-5c0e-4e0e-9bb4-dbb6d79eb0c9,67,51.34,4,299,3,Low,,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
66a0808e-ac47-46ca-8f83-759edfb7344d,46,25.94,7,272,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
39ae416d-a03d-46d6-93b9-e5c45b7c9317,79,58.67,2,272,2,Low,,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
e33a7878-f645-4662-85ed-a95d96d0b17a,36,32.71,6,54,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
2d2143b5-2a8d-4f7d-b059-84ed22243739,30,45.09,9,209,4,Low,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
f9764f3b-5a17-4097-b06b-5df31ac31cb8,69,58.91,8,22,3,Low,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
529c1977-0117-41e7-bbd6-ee2422154da0,32,43.88,9,80,0,Low,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
54a105f4-b44d-49be-b1e2-becd92b3ecac,26,31.12,9,127,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
b6ae7be7-0cab-47fd-840a-fdc713c76ad3,72,79.17,7,104,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
f512c991-28c6-4321-91ae-4802d8606eb2,25,49.72,4,45,0,High,Low Data Allowance,Upgrade to Better Plan,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
347936ad-ae98-4496-9700-ab67295ebb00,51,34.23,4,42,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3def775b-2f71-4cc6-a39b-22f6218a8584,18,10.73,9,37,1,High,Moving to Another Provider,Loyalty Bonus,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2b1c3a2a-a68d-45ef-8740-94803814aafd,78,41.98,5,119,0,Medium,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
87a62ce2-d591-4d6f-acee-da628765c844,76,97.52,8,256,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
57fdaeb9-0fc0-434d-88ab-ca0ab9003084,46,32.73,2,91,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
79fa6457-7709-4152-b46b-5284325c23a4,68,71.64,9,30,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
69bb3db3-0c2e-4c85-914c-90351cc9ffc1,43,42.56,8,249,0,High,High Price,10% Discount,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
84f0f294-5b49-481b-b303-cf61b60241d0,47,91.84,5,38,6,Low,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3f48c65d-c2af-43ad-a2fa-2c3233f2884d,43,12.16,7,184,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
779ff829-5402-4629-b2c1-4c5cb44a7987,28,35.77,5,293,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
7cb3e7ec-074b-4c70-9acd-0b354847db93,54,76.04,8,264,4,Low,,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
ef26d26b-b410-4d69-84b0-32c053bd5ae9,60,53.1,10,108,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
f94afc09-6810-410c-9a34-69607eeeb337,51,24.46,3,133,0,High,Better Offers Elsewhere,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0c4f61d7-528f-48da-8138-6af007755251,72,39.97,10,39,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
fbcd69d0-5163-4d33-91ca-fb7c039b2f44,28,55.53,5,208,2,Medium,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
2cb85efa-ab0f-420a-a218-5959c8ddf10f,36,36.7,5,294,0,High,Moving to Another Provider,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
d17c0928-e474-4132-bd7a-0060c4a184f5,58,24.58,8,134,2,Low,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
7b371ef7-971c-497a-ab97-59f2432d5723,20,99.21,6,169,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0ab12d32-b39c-42d9-a07e-e62131d6a5fe,43,30.67,2,193,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
8e1d4b79-c4bd-4bb1-9ab7-a59251703372,31,26.43,8,164,2,Low,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
b2eddcb0-273d-44a1-a078-42fb2e2e6e6c,44,46.66,9,292,0,Low,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
b886f96b-019e-42a2-8194-96efc6c28523,79,26.21,5,204,2,High,No Longer Needed,Contract Freeze,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1f9ea335-60d5-422f-94e4-e3dad50fb8ee,73,75.04,8,170,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
fc674b52-35bf-4e49-8073-6985592bfcc8,72,47.42,10,154,0,Low,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
293bd163-975f-41c3-b09d-c19c8ff84277,43,12.21,9,88,1,Medium,,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
48416d71-0aa1-47d1-8f7f-b99a1cdf44bd,39,72.86,6,201,4,Medium,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
709a72c6-81bd-49fc-bcac-32d2e0413ba2,66,52.59,3,67,3,High,High Price,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
bb353ef8-e99e-41d1-a198-0ad2d83e7ce3,54,94.76,3,243,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
d3da210b-9202-4d0d-babd-1e5f1b11d51a,47,32.24,6,154,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
